store_id,item_id,avg_forecast_demand,max_forecast_demand,demand_std,demand_buffer,recommended_stock,demand_category
store_44,item_31,26.802131508289893,39.86324649424417,8.254073056632938,19.85580908906496,47,High
store_4,item_25,27.152923685879248,50.177126392245846,11.770140278934328,19.85580908906496,47,High
store_36,item_19,26.694479503293387,47.930486925555286,7.311737895176134,19.85580908906496,47,High
store_6,item_37,27.021714800106057,48.12289363387385,7.2230504517456335,19.85580908906496,47,High
store_7,item_18,26.710286946576048,48.522880491747046,7.907803181180768,19.85580908906496,47,High
store_34,item_32,27.142226743059368,51.89990009019797,9.37501564107351,19.85580908906496,47,High
store_35,item_14,27.19606645925483,49.55421832326052,8.503208554066303,19.85580908906496,47,High
store_29,item_23,27.613603847528196,46.19602168856439,12.727376053676158,19.85580908906496,47,High
store_13,item_28,26.71039999014879,42.88796704850565,4.109802038588805,19.85580908906496,47,High
store_31,item_6,26.848687049902953,51.89990009019797,6.043712530776807,19.85580908906496,47,High
store_4,item_41,27.076976817281867,52.36795731416901,8.019954621514234,19.85580908906496,47,High
store_50,item_27,27.55157472664044,46.673853455196806,6.1393108764370785,19.85580908906496,47,High
store_50,item_24,26.90442398588959,50.62920172896551,4.87909169382087,19.85580908906496,47,High
store_12,item_25,27.295996690593757,47.211410847001446,11.091113557821087,19.85580908906496,47,High
store_47,item_44,27.619515433601126,46.30853931860741,3.915381847973848,19.85580908906496,47,High
store_19,item_29,26.66030701926512,48.49978741873541,6.028519276421987,19.85580908906496,47,High
store_4,item_10,26.759009662583313,50.62920172896551,10.7533180964368,19.85580908906496,47,High
store_50,item_40,27.526939316716142,59.80624122185476,9.480237913955701,19.85580908906496,47,High
store_12,item_42,26.849082897773588,50.177126392245846,7.9001982616297495,19.85580908906496,47,High
store_50,item_39,27.120209021389655,50.62920172896551,8.177263284872632,19.85580908906496,47,High
store_12,item_13,26.874061010567992,51.50112706029545,12.899063526743005,19.85580908906496,47,High
store_12,item_7,27.19337207195458,47.50583714548336,6.1198433619665416,19.85580908906496,47,High
store_50,item_11,27.522174286583773,45.2597778927497,4.1200648858744495,19.85580908906496,47,High
store_50,item_10,26.71162581241348,47.89239109009987,9.232573176542079,19.85580908906496,47,High
store_28,item_24,26.766642130515127,46.19602168856439,5.162272328650752,19.85580908906496,47,High
store_13,item_6,27.339324470488258,50.177126392245846,5.807383818788094,19.85580908906496,47,High
store_5,item_1,26.818867355062988,49.33811214790676,12.64044878921541,19.85580908906496,47,High
store_15,item_29,26.81161978313138,46.80547725870812,4.8486599638455585,19.85580908906496,47,High
store_42,item_8,26.812787864064777,39.731003372755545,7.218799866558401,19.85580908906496,47,High
store_27,item_5,27.32241578554838,48.4508422982757,8.091570252248067,19.85580908906496,47,High
store_15,item_30,27.06879343717074,49.1491030159169,5.46175878090158,19.85580908906496,47,High
store_37,item_15,26.764841757548623,49.1491030159169,5.163629845034061,19.85580908906496,47,High
store_22,item_38,26.932780129028277,48.29116412000239,9.854941004392042,19.85580908906496,47,High
store_22,item_22,26.821262669077342,43.82194970469946,6.426513150678017,19.85580908906496,47,High
store_47,item_17,27.434540462981364,43.68432594922144,7.352685242845065,19.85580908906496,47,High
store_25,item_25,27.28938361914013,47.211410847001446,10.261182902303512,19.85580908906496,47,High
store_19,item_7,27.09027642597476,48.15310230152678,6.423360712394254,19.85580908906496,47,High
store_43,item_14,26.92131539232499,48.07411812434446,8.671780684082965,19.85580908906496,47,High
store_12,item_32,26.757841956652104,49.26884173211617,9.637501985662041,19.85580908906496,47,High
store_28,item_19,26.89034228779541,50.62920172896551,10.843122028251514,19.85580908906496,47,High
store_19,item_47,27.589772139119642,45.2597778927497,12.024051291304763,19.85580908906496,47,High
store_19,item_45,27.143609027421522,48.750159650909445,8.169467520735052,19.85580908906496,47,High
store_4,item_14,27.396485029484072,50.62920172896551,11.95665629851495,19.85580908906496,47,High
store_39,item_23,27.510632023722664,52.85058400307261,12.64471469403379,19.85580908906496,47,High
store_44,item_16,26.87553577426835,48.745801702859175,3.8680995473053823,19.85580908906496,47,High
store_47,item_35,26.882778940300085,47.2190221565084,6.063808955178566,19.85580908906496,47,High
store_2,item_31,27.307042250412866,46.673853455196806,9.78871440356225,19.85580908906496,47,High
store_5,item_38,26.94354469617969,44.33945067648938,9.76730330375342,19.85580908906496,47,High
store_14,item_47,26.97908701374333,51.13160515326148,10.164523297037732,19.85580908906496,47,High
store_20,item_18,26.990791204937203,41.19660959914619,7.218312339077007,19.85580908906496,47,High
store_40,item_40,26.67810344469371,49.1491030159169,8.581800708329318,19.85580908906496,47,High
store_40,item_21,27.199055812622166,50.62920172896551,4.474177514734647,19.85580908906496,47,High
store_40,item_24,27.19512938469879,46.673853455196806,4.390124638942524,19.85580908906496,47,High
store_4,item_5,26.649735797520542,37.53582676441109,9.65669775825064,19.85580908906496,47,High
store_41,item_25,27.49260758394605,48.95443752868211,11.98607333150819,19.85580908906496,47,High
store_28,item_48,27.30950435077054,49.78214821048432,5.244709628990056,19.85580908906496,47,High
store_29,item_12,26.863739623582592,45.21280983860393,10.19801572992266,19.85580908906496,47,High
store_40,item_9,26.755821102174583,46.30853931860741,4.577826126106671,19.85580908906496,47,High
store_32,item_26,26.986815710771772,50.26163607695055,6.94727581465939,19.85580908906496,47,High
store_5,item_3,26.64770379373642,39.731003372755545,6.70017712343401,19.85580908906496,47,High
store_28,item_34,27.634877533034956,50.20946111805504,11.73576084793702,19.85580908906496,47,High
store_28,item_37,27.074910352220098,45.95919661079929,8.849643915665181,19.85580908906496,47,High
store_32,item_32,26.86916273155739,50.177126392245846,6.739437852720498,19.85580908906496,47,High
store_4,item_45,26.9422532611646,43.52043501880864,9.036289065541652,19.85580908906496,47,High
store_48,item_6,26.912036722476323,53.24935703297513,5.343173870349971,19.85580908906496,47,High
store_14,item_9,27.15605320288115,47.76176039018395,5.1979581860450415,19.85580908906496,47,High
store_2,item_1,26.76310008526233,45.2597778927497,11.227901925932164,19.85580908906496,47,High
store_1,item_32,26.713073166308785,47.76176039018395,8.091981312297067,19.85580908906496,47,High
store_10,item_42,26.895105447376533,49.33811214790676,7.832301408602151,19.85580908906496,47,High
store_10,item_47,27.148563861345096,49.35391142962674,10.046884627106177,19.85580908906496,47,High
store_1,item_40,26.748723011393647,43.52043501880864,7.42956152234775,19.85580908906496,47,High
store_1,item_50,26.69402761897742,49.33811214790676,4.289588582451694,19.85580908906496,47,High
store_35,item_40,26.84865841547585,47.50583714548336,8.459915898025407,19.85580908906496,47,High
store_9,item_11,26.940983722638265,48.750159650909445,4.480651230329118,19.85580908906496,47,High
store_35,item_4,27.038279697330644,43.82194970469946,5.611004274749048,19.85580908906496,47,High
store_41,item_40,27.060456795078473,50.62920172896551,9.567914760929689,19.85580908906496,47,High
store_23,item_42,27.025831431583786,51.89990009019797,8.08965964998244,19.85580908906496,47,High
store_29,item_5,26.6506141775038,46.96462724971758,11.387946135167518,19.85580908906496,47,High
store_23,item_40,27.190112713686318,48.95443752868211,10.138878826731798,19.85580908906496,47,High
store_39,item_28,27.051308725635877,41.01648922344417,4.4599934903485074,19.85580908906496,47,High
store_7,item_24,26.662886528441394,52.687474126258245,5.133218743032058,19.85580908906496,47,High
store_1,item_31,26.700943605669607,51.89990009019797,8.61730923964771,19.85580908906496,47,High
store_39,item_34,27.328259886744082,48.12289363387385,11.594466968809108,19.85580908906496,47,High
store_1,item_14,26.660913267751816,47.89239109009987,8.605638887961362,19.85580908906496,47,High
store_1,item_33,26.811615295341554,48.745801702859175,9.043807220290372,19.85580908906496,47,High
store_9,item_34,26.87008946966362,45.05540284202267,8.738171246365852,19.85580908906496,47,High
store_30,item_39,25.66490290137681,45.2597778927497,8.098758957398077,19.85580908906496,46,High
store_30,item_27,25.791510398741465,46.19602168856439,6.211409729999085,19.85580908906496,46,High
store_1,item_23,25.837445990223387,49.52481548161806,9.36700399484231,19.85580908906496,46,High
store_9,item_37,25.986680962553386,50.56753340729517,7.750658123942826,19.85580908906496,46,High
store_23,item_6,26.029851490028793,48.69493092387796,6.548247386487476,19.85580908906496,46,High
store_23,item_41,26.56223621712014,49.33811214790676,7.571734633486765,19.85580908906496,46,High
store_1,item_20,25.897751707563533,45.551463857418526,8.488276823404357,19.85580908906496,46,High
store_39,item_33,25.826577231514083,50.20946111805504,11.167070467126617,19.85580908906496,46,High
store_39,item_35,26.53401372823592,48.522880491747046,7.376702923422662,19.85580908906496,46,High
store_39,item_36,25.898967967957432,45.50887781924098,5.311534806035207,19.85580908906496,46,High
store_30,item_50,26.575373238425108,50.23042869906299,4.371050469257846,19.85580908906496,46,High
store_11,item_13,26.1795562700808,45.562236829250686,9.29137986755429,19.85580908906496,46,High
store_7,item_20,25.653313047352377,42.29360040129428,7.512781142438471,19.85580908906496,46,High
store_11,item_26,26.241299565072953,46.85595475175891,7.662221613671892,19.85580908906496,46,High
store_11,item_28,25.89135616269089,48.65183787051797,4.053807727550216,19.85580908906496,46,High
store_8,item_8,25.894069205286314,46.30853931860741,6.8424815190166965,19.85580908906496,46,High
store_30,item_31,25.726771422133396,45.48556063211658,8.858265982551488,19.85580908906496,46,High
store_1,item_45,25.874353324768634,40.71695581341916,6.801008181380365,19.85580908906496,46,High
store_8,item_32,25.805311292574846,48.3218020174879,8.112734725014768,19.85580908906496,46,High
store_9,item_40,26.236409489442764,48.54481081878368,9.305453812582899,19.85580908906496,46,High
store_8,item_38,26.524436062930857,51.89990009019797,7.660965708113965,19.85580908906496,46,High
store_8,item_25,26.057571298988808,46.3075735849197,7.771167033556509,19.85580908906496,46,High
store_8,item_31,26.315324575895175,47.82491300253714,7.585136880557435,19.85580908906496,46,High
store_9,item_23,26.017469781832848,39.09546443046341,9.382572573243621,19.85580908906496,46,High
store_9,item_24,26.00859088480642,47.71239537249412,4.577401180590186,19.85580908906496,46,High
store_9,item_26,26.04218320852371,41.323274169049,6.989366308006968,19.85580908906496,46,High
store_30,item_19,26.024171617662592,44.37282562086115,9.107681885509132,19.85580908906496,46,High
store_1,item_1,26.378024340191008,47.56129352480023,9.862562315346414,19.85580908906496,46,High
store_8,item_2,25.996929625239055,52.66795140834673,5.737289296965332,19.85580908906496,46,High
store_8,item_22,26.591909621830837,42.88985698113425,5.007712630767639,19.85580908906496,46,High
store_10,item_33,25.734818377592866,48.484793910482125,10.621301223338072,19.85580908906496,46,High
store_10,item_34,26.377325697854996,47.76176039018395,10.23273946687354,19.85580908906496,46,High
store_3,item_7,25.840599743293943,52.552235430641645,4.574581267749381,19.85580908906496,46,High
store_3,item_44,25.65913139488906,39.2908122923727,3.9027133253156197,19.85580908906496,46,High
store_7,item_47,25.8890416188201,48.65183787051797,8.967431369918483,19.85580908906496,46,High
store_29,item_40,25.97130727298588,46.693351001323,9.738111160833789,19.85580908906496,46,High
store_32,item_21,26.312875991966624,47.71239537249412,4.0753439569910315,19.85580908906496,46,High
store_25,item_15,26.19478730146634,48.42383142714998,5.731582111393296,19.85580908906496,46,High
store_25,item_17,26.47698618861034,47.56129352480023,9.526143829005047,19.85580908906496,46,High
store_37,item_43,25.728692639812643,49.53757760375047,6.197768204756125,19.85580908906496,46,High
store_21,item_28,25.905484752607766,48.84407566579871,4.116874020265959,19.85580908906496,46,High
store_41,item_28,26.344610767979766,49.60164865120872,4.760590474705275,19.85580908906496,46,High
store_20,item_49,25.89615125367881,52.66795140834673,4.733124855283207,19.85580908906496,46,High
store_41,item_23,26.219384510997667,47.13404503797382,9.835852832893774,19.85580908906496,46,High
store_28,item_40,25.829794903343412,48.65183787051797,10.568335371324514,19.85580908906496,46,High
store_5,item_34,26.24327210774153,52.66795140834673,11.643349743632795,19.85580908906496,46,High
store_5,item_29,26.35150578737408,47.2190221565084,6.216877066958041,19.85580908906496,46,High
store_14,item_33,25.907131894369954,48.69493092387796,10.053001617927587,19.85580908906496,46,High
store_14,item_42,26.330616607468777,49.17950531451034,8.276056428177364,19.85580908906496,46,High
store_14,item_43,25.930113548200517,48.15918052754655,6.901555927608309,19.85580908906496,46,High
store_40,item_43,26.279509501846945,41.415567828390905,6.233610013387281,19.85580908906496,46,High
store_42,item_1,26.316544474425843,47.84872895319368,10.450995228168772,19.85580908906496,46,High
store_20,item_40,26.160121355190633,48.69493092387796,8.943367064212248,19.85580908906496,46,High
store_42,item_25,25.708066474037786,53.70714454674897,10.344435000115205,19.85580908906496,46,High
store_42,item_29,26.058847255444157,50.56753340729517,5.835137011988784,19.85580908906496,46,High
store_42,item_30,25.84847542676317,48.65183787051797,5.742202145822435,19.85580908906496,46,High
store_20,item_32,26.271869904567968,46.96462724971758,6.91816322578665,19.85580908906496,46,High
store_20,item_25,26.39887003590215,47.84872895319368,8.954331945179488,19.85580908906496,46,High
store_20,item_29,25.724962463154004,48.54481081878368,5.3408389290137555,19.85580908906496,46,High
store_42,item_13,26.322841333374086,49.53757760375047,10.13865474451667,19.85580908906496,46,High
store_42,item_14,25.69204815901681,46.418493643025286,7.585778966455347,19.85580908906496,46,High
store_20,item_21,26.0197952221464,47.318834961522775,4.38087758126594,19.85580908906496,46,High
store_41,item_45,26.08975196170225,41.34419858360935,7.522072928100454,19.85580908906496,46,High
store_20,item_45,25.657849003614224,46.7576483595389,7.7102123624008625,19.85580908906496,46,High
store_14,item_20,26.23518688380136,47.37530303585525,9.459971502179489,19.85580908906496,46,High
store_15,item_25,26.06250549142422,47.76176039018395,8.446546246959137,19.85580908906496,46,High
store_49,item_23,26.481015352243602,49.33811214790676,12.234278316686671,19.85580908906496,46,High
store_14,item_8,26.092520427149896,47.59883411408629,7.291857157339352,19.85580908906496,46,High
store_15,item_1,25.945277646472633,45.783893900611645,9.330777341524204,19.85580908906496,46,High
store_14,item_45,25.859115676338853,44.26908951946318,7.401198428639125,19.85580908906496,46,High
store_14,item_46,25.960148415428357,48.12289363387385,4.835817108677381,19.85580908906496,46,High
store_22,item_17,25.80282885124387,49.07285287418373,10.231681531462627,19.85580908906496,46,High
store_40,item_48,26.237669308646332,49.52481548161806,4.682503970179164,19.85580908906496,46,High
store_40,item_49,26.10429657159447,48.484793910482125,4.169857414550995,19.85580908906496,46,High
store_40,item_37,26.504814672847402,49.26884173211617,7.424467201998209,19.85580908906496,46,High
store_22,item_1,26.087992042531052,47.76176039018395,10.954510793444285,19.85580908906496,46,High
store_22,item_10,26.33493362565893,52.66795140834673,10.149908388483455,19.85580908906496,46,High
store_22,item_12,26.601521350174796,50.23042869906299,9.277249358857887,19.85580908906496,46,High
store_25,item_1,26.467131008068257,48.22854091077158,10.816487715976002,19.85580908906496,46,High
store_40,item_15,26.072383570095315,48.54481081878368,4.4808798944155726,19.85580908906496,46,High
store_50,item_3,25.802818154965877,48.84407566579871,6.3615245822594595,19.85580908906496,46,High
store_50,item_20,25.9789523286949,46.75286908509546,9.233422341930018,19.85580908906496,46,High
store_50,item_12,26.104539124703045,48.3218020174879,9.784370370137934,19.85580908906496,46,High
store_13,item_47,26.283698134201792,54.31151009241295,9.889023976144474,19.85580908906496,46,High
store_50,item_14,26.071254191179932,42.92239500099645,8.775999962315417,19.85580908906496,46,High
store_13,item_45,26.26104187225061,45.92854345516858,7.250203788682721,19.85580908906496,46,High
store_13,item_34,25.665910289155935,43.45387802035981,9.863062163865612,19.85580908906496,46,High
store_13,item_38,25.865825922303134,48.745801702859175,8.994276314124747,19.85580908906496,46,High
store_29,item_18,25.993461821208648,44.196115442640114,9.45725399491087,19.85580908906496,46,High
store_29,item_39,25.921779117177312,52.687474126258245,8.78661263818995,19.85580908906496,46,High
store_32,item_4,25.731041301570155,42.38342374387042,4.579437965392544,19.85580908906496,46,High
store_49,item_49,26.104874339825134,47.16297373875928,5.788829146234629,19.85580908906496,46,High
store_33,item_17,26.003308302094787,48.745801702859175,11.053218796309412,19.85580908906496,46,High
store_33,item_18,25.774801060498476,44.4804526576615,10.681581937257578,19.85580908906496,46,High
store_28,item_13,26.155771720177405,48.54481081878368,12.57261989272624,19.85580908906496,46,High
store_33,item_13,25.826370867735694,47.604343581937584,10.619149403134493,19.85580908906496,46,High
store_28,item_1,25.993894869203952,46.81476409920999,10.563590827746562,19.85580908906496,46,High
store_33,item_15,26.421187173935838,42.85949655796993,4.884089475749558,19.85580908906496,46,High
store_49,item_45,25.813046283476396,38.92546452984824,8.184668823713073,19.85580908906496,46,High
store_49,item_48,26.59372138041345,51.89990009019797,4.620187581236947,19.85580908906496,46,High
store_49,item_34,26.47913705993507,49.79357885297951,10.108651839153772,19.85580908906496,46,High
store_49,item_32,25.848083784465047,48.536349057193,8.954836059761826,19.85580908906496,46,High
store_20,item_1,26.30962657919972,52.687474126258245,9.44005483592644,19.85580908906496,46,High
store_2,item_35,26.265360107863206,48.536349057193,8.066778120296865,19.85580908906496,46,High
store_2,item_38,25.851432596546616,45.29026533735321,9.83080764967476,19.85580908906496,46,High
store_2,item_19,25.68686660216862,50.56753340729517,9.604285926043854,19.85580908906496,46,High
store_19,item_6,26.46403632043933,52.66795140834673,6.740435882419499,19.85580908906496,46,High
store_42,item_43,25.999878707913606,46.3075735849197,6.2322758900945825,19.85580908906496,46,High
store_42,item_45,25.69745666826465,45.02340309524662,8.023455088142349,19.85580908906496,46,High
store_42,item_34,25.953029244546215,46.66918983093702,10.470119211052781,19.85580908906496,46,High
store_42,item_35,25.70337592929371,52.36795731416901,7.085767124822007,19.85580908906496,46,High
store_42,item_9,25.687772085587664,38.1420959631376,4.41976260638426,19.85580908906496,46,High
store_25,item_37,26.043278650913646,47.729261828419865,9.010485629037188,19.85580908906496,46,High
store_25,item_45,25.79514978964064,48.484793910482125,7.838456820186558,19.85580908906496,46,High
store_48,item_5,26.15825184348098,42.718018066298185,7.211380538139618,19.85580908906496,46,High
store_48,item_42,25.83389075632874,44.73705659030898,5.992865699875566,19.85580908906496,46,High
store_47,item_29,25.728816817372415,42.1130178287624,4.889756361262928,19.85580908906496,46,High
store_46,item_9,25.84026649146465,48.484793910482125,4.123332510328768,19.85580908906496,46,High
store_16,item_20,25.645870255667536,43.77574559454952,8.005802050800265,19.85580908906496,46,High
store_48,item_22,25.916491260929067,50.56753340729517,5.179685886024436,19.85580908906496,46,High
store_48,item_24,26.172027544673938,46.81476409920999,4.2766327628255825,19.85580908906496,46,High
store_16,item_37,26.094618939574993,50.675212518699,7.718212271325605,19.85580908906496,46,High
store_48,item_48,26.11882130009448,47.749602669321135,4.32267911874127,19.85580908906496,46,High
store_48,item_18,25.70821359300164,49.053003213118096,6.871041701597992,19.85580908906496,46,High
store_16,item_32,26.29640785940645,45.92854345516858,7.186347550340083,19.85580908906496,46,High
store_16,item_33,25.697984083259737,44.4804526576615,10.092431869506344,19.85580908906496,46,High
store_16,item_12,25.668681893041356,49.78908081859106,8.264486334837292,19.85580908906496,46,High
store_37,item_38,26.038412236355196,42.85949655796993,7.814400873522989,19.85580908906496,46,High
store_25,item_32,26.12596246032395,47.749602669321135,9.188297121417381,19.85580908906496,46,High
store_43,item_42,26.398100252194936,46.30853931860741,6.997258737592696,19.85580908906496,46,High
store_43,item_31,26.195619191267877,47.13404503797382,7.940723536474969,19.85580908906496,46,High
store_37,item_23,25.661285322606986,54.73502621951136,9.818135708266347,19.85580908906496,46,High
store_38,item_35,26.176184539910434,47.13404503797382,5.474437887394587,19.85580908906496,46,High
store_4,item_7,26.376173418542557,49.33811214790676,6.8540407638204295,19.85580908906496,46,High
store_40,item_13,26.05739630466813,47.11976919130521,10.101080959023452,19.85580908906496,46,High
store_22,item_30,26.23990664402779,52.66795140834673,6.076351047523846,19.85580908906496,46,High
store_22,item_32,26.11205940994365,50.78773014874202,9.118213049624451,19.85580908906496,46,High
